[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,2,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,2,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,2,2,0,2,2,2,2,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,5,5,5,5,5,5,4,3,3,2,2,2,2,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,5,6,6,6,6,6,5,5,5,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,3,3,5,5,3,5,6,6,6,6,6,6,6,5,5,5,5,5,5,4,2,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,3,5,5,5,3,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,2,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,3,5,5,5,3,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,2,5,5,5,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,3,5,5,5,3,7,0,0,0,3,4,5,5,5,5,5,4,3,3,3,3,4,5,5,5,2,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,2,5,5,5,2,0,0,2,0,8,3,5,5,5,5,4,3,0,0,0,0,3,4,5,5,4,3,0,0,0,0,0,0],
[0,0,0,0,0,0,3,5,5,5,5,2,0,0,0,0,8,3,5,5,5,5,3,0,0,2,0,0,8,3,5,5,4,2,3,0,0,0,0,0],
[0,0,0,0,0,0,2,5,5,5,5,2,7,0,0,8,3,7,7,2,5,5,3,0,0,0,0,0,8,3,5,4,3,2,5,3,0,0,0,0],
[0,0,0,0,0,0,2,5,5,5,5,2,5,7,2,2,2,9,9,10,2,5,4,3,0,0,0,8,3,4,3,2,5,3,5,2,0,0,0,0],
